Id	Function_broad_final	Gene_name	Interpro.Description	label2	downreg_in_guy11_4h	downreg_in_guy11_24h	upreg_in_guy11_0h	upreg_in_guy11_4h	downreg_in_guy11_0h	upreg_in_guy11_24h	node_downreg_in_guy11_4h	node_downreg_in_guy11_24h	node_upreg_in_guy11_0h	node_upreg_in_guy11_4h	node_downreg_in_guy11_0h	node_upreg_in_guy11_24h
MGG_06605	transport	NGT1	MFS transporter superfamily, Major facilitator superfamily	NGT1	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06614	dna_rna_protein_binding		Galactose oxidase/kelch, beta-propeller, Kelch-type beta propeller	MGG_06614#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06620	signal_transduction		Acyl-CoA N-acyltransferase, GNAT domain	MGG_06620#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Δbip1	0	0	0	0	1	1
MGG_06623	oxidoreductases		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_06623#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06626	transcription_factor	FZC37	Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	FZC37	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06630	binding_scaffold_other		Clr5 domain	MGG_06630#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_06636	binding_scaffold_other		Class II aldolase/adducin N-terminal, Class II aldolase/adducin N-terminal domain superfamily	MGG_06636#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06643	proteases_peptidases		Metallopeptidase, catalytic domain superfamily, Peptidase M13, Peptidase M13, C-terminal domain, Peptidase M13, N-terminal domain, Peptidase M13, domain 2	MGG_06643#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06647	proteases_peptidases		Aspartic peptidase A1 family, Aspartic peptidase domain superfamily, Aspergillopepsin-like catalytic domain, Peptidase family A1 domain	MGG_06647#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06648	protein_folding_chaperones	LHS1	ATPase, nucleotide binding domain, Heat shock protein 70 family, Heat shock protein 70kD, C-terminal domain superfamily, Heat shock protein 70kD, peptide-binding domain superfamily	LHS1	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06650	cytoskeleton		Alpha tubulin, Beta tubulin, autoregulation binding site, Tubulin, Tubulin, C-terminal, Tubulin, conserved site, Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, C-terminal, Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, GTPase domain superfamily, Tubulin/FtsZ-like, C-terminal domain	MGG_06650#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06651	transport		Potassium channel tetramerisation-type BTB domain, SKP1/BTB/POZ domain superfamily	MGG_06651#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_06653	oxidoreductases		Cupredoxin	MGG_06653#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δmst12	0	0	1	0	0	1
MGG_06658	translation_ribosome		Ribosomal protein S5/S7, Ribosomal protein S5/S7, eukaryotic/archaeal, Ribosomal protein S7 domain, Ribosomal protein S7 domain superfamily, Ribosomal protein S7, conserved site	MGG_06658#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06661	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_06661#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06666	ubiquitin_proteasome		Ubiquitin-like domain superfamily, Ubiquitin-like modifier Hub1/Ubl5	MGG_06666#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06669	protein_folding_chaperones		CS domain, HSP20-like chaperone	MGG_06669#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06683	translation_ribosome		Exoribonuclease, phosphorolytic domain 1, Ribosomal protein S5 domain 2-type fold	MGG_06683#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06685	binding_scaffold_other		Cytochrome c, class IA/ IB, Cytochrome c-like domain, Cytochrome c-like domain superfamily	MGG_06685#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06690	transcription_factor		Ssl1-like, TFIIH C1-like domain, TFIIH subunit Ssl1/p44, Zinc finger C2H2-type, von Willebrand factor A-like domain superfamily, von Willebrand factor, type A	MGG_06690#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_06692	vesicular_transport		Tetratricopeptide repeat protein 36, Tetratricopeptide-like helical domain superfamily	MGG_06692#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_06693	translation_ribosome		Eukaryotic Ribosomal Protein L27, KOW domain, Ribosomal protein L27e, Ribosomal protein L27e superfamily, Translation protein SH3-like domain superfamily	MGG_06693#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06694	transport		Sugar phosphate transporter domain	MGG_06694#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06695	oxidoreductases		Amine oxidase, FAD/NAD(P)-binding domain superfamily	MGG_06695#	Δmst12	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	1	0	1	0	0	0
MGG_06696	kinases	HIK6	CheY-like superfamily, GAF domain, GAF-like domain superfamily, Histidine kinase domain, Histidine kinase/HSP90-like ATPase, Histidine kinase/HSP90-like ATPase superfamily, Protein kinase domain, Protein kinase-like domain superfamily, Signal transduction histidine kinase, dimerisation/phosphoacceptor domain, Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily, Signal transduction histidine kinase-related protein, C-terminal, Signal transduction response regulator, receiver domain, Tetratricopeptide-like helical domain superfamily	HIK6	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_06710	dna_rna_processing_and_repair		Ribonuclease P subunit, Rpr2/Snm1/Rpp21	MGG_06710#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06724	secreted_extracellular		Extracellular membrane protein, CFEM domain	MGG_06724#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06726	septin_oligomerization	SEP4p	P-loop containing nucleoside triphosphate hydrolase, Septin, Septin-type guanine nucleotide-binding (G) domain	SEP4p	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_06728	dna_rna_protein_binding		WD40 repeat, WD40-repeat-containing domain superfamily, WD40/YVTN repeat-like-containing domain superfamily	MGG_06728#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06730	binding_scaffold_other		Prefoldin, Prefoldin beta-like, Prefoldin, subunit 4	MGG_06730#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06740	transport		Azaguanine-like Transport, Nucleobase cation symporter 2 family	MGG_06740#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_06752	proteases_peptidases		Peptidase M28	MGG_06752#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06755	effector		Extracellular membrane protein, CFEM domain	MGG_06755#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06757	proteases_peptidases		ATP-dependent Clp protease proteolytic subunit, Clp protease proteolytic subunit /Translocation-enhancing protein TepA, ClpP, Ser active site, ClpP, histidine active site, ClpP/crotonase-like domain superfamily	MGG_06757#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06760	signal_transduction		Protein kinase domain, Protein kinase-like domain superfamily, Serine/threonine-protein kinase, active site	MGG_06760#	Not_DEG	Δmst12	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_06762	binding_scaffold_other		Clr5 domain	MGG_06762#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06763	dna_rna_processing_and_repair		DNA primase large subunit, eukaryotic/archaeal, DNA primase, large subunit, eukaryotic	MGG_06763#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_06764	kinases	GUK1	Guanylate kinase, Guanylate kinase, conserved site, Guanylate kinase-like domain, Guanylate kinase/L-type calcium channel beta subunit, P-loop containing nucleoside triphosphate hydrolase	GUK1	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06766	protein_folding_chaperones	MDJ1	Chaperone J-domain superfamily, DnaJ domain, DnaJ domain, conserved site	MDJ1	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06770	oxidoreductases		DHS-like NAD/FAD-binding domain superfamily, Sirtuin family, Sirtuin family, catalytic core domain, Sirtuin, catalytic core small domain superfamily	MGG_06770#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06771	cell_wall_enzymes	CBP3	Chitin-binding, type 1, Endochitinase-like superfamily	CBP3	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06777	transport		MFS transporter superfamily, Major facilitator superfamily domain, Major facilitator,  sugar transporter-like, Sugar/inositol transporter	MGG_06777#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Δbip1	0	0	0	0	1	1
MGG_06778	transcription_factor	FZC38	Fungal transcription factor, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	FZC38	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06780	effector		Coagulation factor 5/8 C-terminal domain, Galactose-binding-like domain superfamily, Glycoside hydrolase superfamily, Glycoside hydrolase, family 29	MGG_06780#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δbip1	0	0	1	0	0	1
MGG_06782	transport		Amino acid transporter, transmembrane domain	MGG_06782#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06786	effector		Protein disulfide-isomerase A6-like, Thioredoxin domain, Thioredoxin, conserved site, Thioredoxin-like superfamily	MGG_06786#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δbip1	0	0	1	0	0	1
MGG_06787	vesicular_transport		Vacuolar protein sorting-associated protein Vta1-like, Vta1, C-terminal, Vta1/Callose synthase, N-terminal domain superfamily, Vta1/callose synthase, N-terminal	MGG_06787#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06788	translation_ribosome		Ankyrin repeat-containing domain superfamily, Tetratricopeptide repeat, Tetratricopeptide-like helical domain superfamily	MGG_06788#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	1	0	0	1
MGG_06790	binding_scaffold_other		Clr5 domain	MGG_06790#	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	Δbip1	0	0	0	1	0	1
MGG_06791	dna_rna_protein_binding		RNA-binding domain superfamily	MGG_06791#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06797	signal_transduction		Glucose receptor Git3, N-terminal	MGG_06797#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06798	effector		SET domain, Tetratricopeptide-like helical domain superfamily	MGG_06798#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06823	signal_transduction		Calcineurin-like phosphoesterase domain, ApaH type, Metallo-dependent phosphatase-like	MGG_06823#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06824	effector		Uncharacterized	MGG_06824#	Not_DEG	Δbip1	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_06825	signal_transduction		Protein kinase domain, Protein kinase-like domain superfamily	MGG_06825#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06834	effector		Concanavalin A-like lectin/glucanase domain superfamily, Glycoside hydrolase family 7, catalytic domain superfamily, Glycoside hydrolase, family 7	MGG_06834#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_06836	binding_scaffold_other		Cryptochrome/DNA photolyase class 1, Cryptochrome/DNA photolyase class 1, conserved site, C-terminal, Cryptochrome/DNA photolyase, FAD-binding domain, Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily, Cryptochrome/photolyase, N-terminal domain superfamily, DNA photolyase, N-terminal, Rossmann-like alpha/beta/alpha sandwich fold	MGG_06836#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06837	translation_ribosome		Ribosomal protein S21e, Ribosomal protein S21e superfamily, Ribosomal protein S21e, conserved site	MGG_06837#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06843	cell_wall_enzymes	ABFB	Alpha-L-arabinofuranosidase B, arabinose-binding domain, Alpha-L-arabinofuranosidase B, arabinose-binding domain superfamily, Glycoside hydrolase, family 43, Glycosyl hydrolase, five-bladed beta-propellor domain superfamily	ABFB	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06844	effector		PEBP-like superfamily, Phosphatidylethanolamine-binding protein, Phosphatidylethanolamine-binding protein, eukaryotic, Phosphatidylethanolamine-binding, conserved site	MGG_06844#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_06846	effector		Uncharacterized	MGG_06846#	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06847	binding_scaffold_other	ANNA7calpactinheavychain	Annexin, Annexin A14,  fungal, Annexin repeat, Annexin superfamily	ANNA7calpactinheavychain	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06848	transcription_factor	CONx8	Zinc finger C2H2 superfamily, Zinc finger C2H2-type	CONx8	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_06852	dna_rna_protein_binding	KMT1	Post-SET domain, Pre-SET domain, SET domain	KMT1	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	1	0	0	0	0	1
MGG_06856	dna_rna_processing_and_repair		Ribonuclease P, Rpp40	MGG_06856#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06858	vesicular_transport		Vacuolar import/degradation protein Vid24	MGG_06858#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06859	signal_transduction		Mago nashi protein, Mago nashi superfamily, Protein kinase, ATP binding site	MGG_06859#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06860	dna_rna_protein_binding		Armadillo-like helical, Armadillo-type fold, Clathrin/coatomer adaptor, adaptin-like, N-terminal, Coatomer beta subunit (COPB1), Coatomer beta subunit, C-terminal, Coatomer beta subunit, appendage platform domain	MGG_06860#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_06888	kinases	GLN1	Glutamine synthetase, N-terminal conserved site, Glutamine synthetase, N-terminal domain, Glutamine synthetase, N-terminal domain superfamily, Glutamine synthetase, catalytic domain, Glutamine synthetase, glycine-rich site, Glutamine synthetase/guanido kinase, catalytic domain	GLN1	Not_DEG	Δmst12	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	1	0	0	1	0
MGG_06904	vesicular_transport		Putative TPR-like repeat, Signal recognition particle, SRP72 subunit, Signal recognition particle, SRP72 subunit, RNA-binding, Tetratricopeptide-like helical domain superfamily	MGG_06904#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_06905	binding_scaffold_other		PH-like domain superfamily, Pleckstrin homology domain, Sec7 domain, Sec7 domain superfamily, Sec7, C-terminal domain superfamily	MGG_06905#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06906	proteases_peptidases		Peptidase M14, carboxypeptidase A	MGG_06906#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06907	dna_rna_protein_binding		Membrane associated eicosanoid/glutathione metabolism-like domain superfamily, Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein	MGG_06907#	Δbip1, Δmst12	Δbip1	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	1	1	1	0	0	0
MGG_06911	phosphatases		Ham1-like protein, Inosine triphosphate pyrophosphatase, Inosine triphosphate pyrophosphatase-like	MGG_06911#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06912	proteases_peptidases		Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2	MGG_06912#	Not_DEG	Δmst12	Not_DEG	Δmst12	Δbip1	Not_DEG	0	1	0	1	1	0
MGG_06915	signal_transduction		Phosphoribosyltransferase domain, Phosphoribosyltransferase-like	MGG_06915#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06919	translation_ribosome		40S ribosomal protein S1/3, eukaryotes, Ribosomal protein S3Ae, Ribosomal protein S3Ae, conserved site	MGG_06919#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06939	signal_transduction		ABC1 atypical kinase-like domain, Protein kinase-like domain superfamily, UbiB domain, ADCK3-like	MGG_06939#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_06943	transcription_factor		RNA polymerase subunit RPABC4/transcription elongation factor Spt4, Spt4 superfamily, Spt4/RpoE2 zinc finger, Transcription initiation Spt4	MGG_06943#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06944	transcription_factor		DNA/RNA-binding protein KIN17, WH-like domain superfamily, DNA/RNA-binding protein Kin17, conserved domain, KIN17-like protein, Zinc finger C2H2 superfamily, Zinc finger C2H2-type, Zinc finger, double-stranded RNA binding	MGG_06944#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_06945	transcription_factor		Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, Helicase-associated putative binding domain, P-loop containing nucleoside triphosphate hydrolase, SNF2, N-terminal, SNF2-like, N-terminal domain superfamily	MGG_06945#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_06952	translation_ribosome		Ribosomal protein L38e, Ribosomal protein L38e superfamily	MGG_06952#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_06958	protein_folding_chaperones	SSA1	ATPase, nucleotide binding domain, Heat shock protein 70 family, Heat shock protein 70, conserved site, Heat shock protein 70kD, C-terminal domain superfamily, Heat shock protein 70kD, peptide-binding domain superfamily	SSA1	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_06959	dna_rna_protein_binding		Ribonuclease H superfamily, Ribonuclease H-like superfamily, Ribonuclease H2, subunit A, Ribonuclease HII, helix-loop-helix cap domain superfamily, Ribonuclease HII/HIII, Ribonuclease HII/HIII domain	MGG_06959#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_06971	pmk1_pathway	SFL1	Flocculation suppression protein, Heat shock factor (HSF)-type, DNA-binding, Heat shock transcription factor family, Winged helix DNA-binding domain superfamily, Winged helix-like DNA-binding domain superfamily	SFL1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Δbip1, Δmst12	0	0	0	0	1	1
MGG_06973	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_06973#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_06984	signal_transduction		DNA-directed RNA polymerase, subunit 2, DNA-directed RNA polymerase, subunit 2, hybrid-binding domain, DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily, RNA polymerase Rpb2, OB-fold, RNA polymerase Rpb2, domain 2, RNA polymerase Rpb2, domain 3, RNA polymerase Rpb2, domain 4, RNA polymerase Rpb2, domain 5, RNA polymerase Rpb2, domain 7, RNA polymerase, beta subunit, conserved site, RNA polymerase, beta subunit, protrusion	MGG_06984#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_06993	binding_scaffold_other		Fe-S cluster assembly domain superfamily, NIF system FeS cluster assembly, NifU, C-terminal, Scaffold protein Nfu/NifU, N-terminal, Scaffold protein Nfu/NifU, N-terminal domain superfamily	MGG_06993#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_07003	signal_transduction	Sak1	Protein kinase domain, Protein kinase, ATP binding site, Protein kinase-like domain superfamily	Sak1	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_07008	dna_rna_protein_binding		NOSIC, Nop domain, Nop domain superfamily, Nop, C-terminal domain, Nucleolar protein 58/56, N-terminal, Nucleolar protein Nop56/Nop58	MGG_07008#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_07013	transcription_factor	ZFP12	Zinc finger C2H2-type	ZFP12	Not_DEG	Not_DEG	Δmst12	Δbip1, Δmst12	Not_DEG	Δmst12	0	0	1	1	0	1
MGG_07014	transcription_factor		Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, P-loop containing nucleoside triphosphate hydrolase, SNF2, N-terminal, SNF2-like, N-terminal domain superfamily, Zinc finger, C3HC4 RING-type, Zinc finger, RING-type, Zinc finger, RING-type, conserved site, Zinc finger, RING/FYVE/PHD-type	MGG_07014#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_07015	dna_rna_protein_binding		Leucine-rich repeat domain superfamily, Leucine-rich repeat, cysteine-containing subtype	MGG_07015#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_07022	ubiquitin_proteasome		BTB/POZ domain, SKP1/BTB/POZ domain superfamily	MGG_07022#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_07030	signal_transduction		G-protein beta WD-40 repeat, Ribosomal RNA-processing protein Rrp9-like, WD40 repeat, WD40 repeat, conserved site, WD40-repeat-containing domain superfamily	MGG_07030#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_07033	dna_rna_processing_and_repair		ATP-dependent RNA helicase DEAD-box, conserved site, DEAD/DEAH box helicase domain, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, P-loop containing nucleoside triphosphate hydrolase, RNA helicase, DEAD-box type, Q motif	MGG_07033#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_07038	proteases_peptidases		Lysine-specific metallo-endopeptidase, Metallopeptidase, catalytic domain superfamily, Peptidase M35, deuterolysin	MGG_07038#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_07047	dna_rna_protein_binding		Leucine-rich repeat domain superfamily	MGG_07047#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_07048	translation_ribosome		Ribosomal protein L5 eukaryotic, C-terminal, Ribosomal protein L5 eukaryotic/L18 archaeal	MGG_07048#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_07059	ubiquitin_proteasome		DEAD-box helicase, OB fold, DEAD/DEAH box helicase domain, DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, Helicase-associated domain, P-loop containing nucleoside triphosphate hydrolase, RWD domain, UBA-like superfamily, Ubiquitin-associated domain, Ubiquitin-conjugating enzyme/RWD-like	MGG_07059#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_07062	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_07062#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_07063	transcription_factor	GCC1	Zn(2)-C6 fungal-type DNA-binding domain	GCC1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
